atemp,dteday,hum,temp,windspeed
0.542292,2012/6/6,0.61125,0.554167,0.077125
0.569442,2012/6/7,0.567083,0.6025,0.15735
0.597862,2012/6/8,0.467917,0.649167,0.175383
0.648367,2012/6/9,0.437083,0.710833,0.144287
0.663517,2012/6/10,0.538333,0.726667,0.133721
0.659721,2012/6/11,0.587917,0.720833,0.207713
0.597875,2012/6/12,0.833333,0.653333,0.214546
0.611117,2012/6/13,0.582083,0.655833,0.343279
0.624383,2012/6/14,0.569583,0.648333,0.253733
0.599754,2012/6/15,0.589583,0.639167,0.176617
0.594708,2012/6/16,0.504167,0.631667,0.166667
0.571975,2012/6/17,0.59875,0.5925,0.144904
0.544842,2012/6/18,0.777917,0.568333,0.174746
0.654692,2012/6/19,0.69,0.688333,0.148017
0.720975,2012/6/20,0.592083,0.7825,0.113812
0.752542,2012/6/21,0.567917,0.805833,0.118787
0.724121,2012/6/22,0.57375,0.7775,0.182842
0.652792,2012/6/23,0.534583,0.731667,0.179721
0.674254,2012/6/24,0.479167,0.743333,0.145525
0.654042,2012/6/25,0.504167,0.715833,0.300383
0.594704,2012/6/26,0.373333,0.630833,0.347642
0.640792,2012/6/27,0.36,0.6975,0.271775
0.675512,2012/6/28,0.4225,0.749167,0.17165
0.786613,2012/6/29,0.48875,0.834167,0.165417
0.687508,2012/6/30,0.60125,0.765,0.161071
0.750629,2012/7/1,0.51875,0.815833,0.168529
0.702038,2012/7/2,0.447083,0.781667,0.195267
0.70265,2012/7/3,0.492083,0.780833,0.126237
0.732337,2012/7/4,0.53875,0.789167,0.13495
0.761367,2012/7/5,0.457917,0.8275,0.194029
0.752533,2012/7/6,0.450833,0.828333,0.146142
0.804913,2012/7/7,0.492083,0.861667,0.163554
0.790396,2012/7/8,0.57375,0.8225,0.125629
0.654054,2012/7/9,0.683333,0.710833,0.180975
0.664796,2012/7/10,0.6675,0.720833,0.151737
0.650271,2012/7/11,0.633333,0.716667,0.151733
0.654683,2012/7/12,0.529583,0.715833,0.146775
0.667933,2012/7/13,0.485833,0.731667,0.08085
0.666042,2012/7/14,0.699167,0.703333,0.143679
0.705196,2012/7/15,0.717917,0.745833,0.166667
0.724125,2012/7/16,0.645,0.763333,0.164187
0.755683,2012/7/17,0.505833,0.818333,0.114429
0.745583,2012/7/18,0.577083,0.793333,0.137442
0.714642,2012/7/19,0.600417,0.77,0.165429
0.613025,2012/7/20,0.844167,0.665833,0.208967
0.549912,2012/7/21,0.865417,0.595833,0.2133
0.623125,2012/7/22,0.7625,0.6675,0.0939208
0.690017,2012/7/23,0.694167,0.741667,0.138683
0.70645,2012/7/24,0.655,0.750833,0.211454
0.654054,2012/7/25,0.45,0.724167,0.1648
0.739263,2012/7/26,0.596667,0.776667,0.284813
0.734217,2012/7/27,0.594583,0.781667,0.152992
0.697604,2012/7/28,0.613333,0.755833,0.15735
0.667933,2012/7/29,0.62375,0.721667,0.170396
0.684987,2012/7/30,0.66875,0.730833,0.153617
0.662896,2012/7/31,0.704167,0.713333,0.165425
0.667308,2012/8/1,0.6775,0.7175,0.141179
0.707088,2012/8/2,0.659583,0.7525,0.129354
0.722867,2012/8/3,0.6425,0.765833,0.215792
0.751267,2012/8/4,0.613333,0.793333,0.257458
0.731079,2012/8/5,0.6525,0.769167,0.290421
0.710246,2012/8/6,0.654167,0.7525,0.129354
0.697621,2012/8/7,0.70375,0.735833,0.116908
0.707717,2012/8/8,0.672917,0.75,0.1107
0.699508,2012/8/9,0.620417,0.755833,0.1561
0.667942,2012/8/10,0.715833,0.715833,0.238813
0.638267,2012/8/11,0.732917,0.6925,0.206479
0.644579,2012/8/12,0.530417,0.700833,0.122512
0.662254,2012/8/13,0.545417,0.720833,0.136212
0.676779,2012/8/14,0.686667,0.726667,0.169158
0.654037,2012/8/15,0.619583,0.706667,0.169771
0.654688,2012/8/16,0.519167,0.719167,0.141796
0.2424,2012/8/17,0.570833,0.723333,0.231354
0.618071,2012/8/18,0.603333,0.678333,0.177867
0.603554,2012/8/19,0.711667,0.635833,0.08645
0.595967,2012/8/20,0.734167,0.635833,0.129979
0.601025,2012/8/21,0.67375,0.649167,0.0727708
0.621854,2012/8/22,0.677083,0.6675,0.0702833
0.637008,2012/8/23,0.635833,0.695833,0.0845958
0.6471,2012/8/24,0.615,0.7025,0.0721458
0.618696,2012/8/25,0.712917,0.661667,0.244408
0.595996,2012/8/26,0.845833,0.653333,0.228858
0.654688,2012/8/27,0.730417,0.703333,0.128733
0.66605,2012/8/28,0.62,0.728333,0.190925
0.635733,2012/8/29,0.552083,0.685,0.112562
0.652779,2012/8/30,0.590417,0.706667,0.0771167
0.6894,2012/8/31,0.5875,0.764167,0.168533
0.702654,2012/9/1,0.638333,0.753333,0.113187
0.649,2012/9/2,0.815,0.696667,0.0640708
0.661629,2012/9/3,0.790833,0.7075,0.151121
0.686888,2012/9/4,0.755,0.725833,0.236321
0.708983,2012/9/5,0.74125,0.736667,0.187808
0.655329,2012/9/6,0.810417,0.696667,0.142421
0.657204,2012/9/7,0.73625,0.703333,0.171646
0.611121,2012/9/8,0.799167,0.659167,0.281104
0.578925,2012/9/9,0.5475,0.61,0.224496
0.565654,2012/9/10,0.50375,0.583333,0.258713
0.554292,2012/9/11,0.52,0.5775,0.0920542
0.570075,2012/9/12,0.577083,0.599167,0.131846
0.579558,2012/9/13,0.637083,0.6125,0.0827208
0.594083,2012/9/14,0.6725,0.633333,0.103863
0.585867,2012/9/15,0.501667,0.608333,0.247521
0.563125,2012/9/16,0.57,0.58,0.0901833
0.55305,2012/9/17,0.734583,0.580833,0.151742
0.565067,2012/9/18,0.8725,0.623333,0.357587
0.540404,2012/9/19,0.536667,0.5525,0.215175
0.532192,2012/9/20,0.618333,0.546667,0.118167
0.571971,2012/9/21,0.66875,0.599167,0.154229
0.610488,2012/9/22,0.646667,0.65,0.283583
0.518933,2012/9/23,0.467083,0.529167,0.223258
0.502513,2012/9/24,0.492917,0.514167,0.142404
0.544179,2012/9/25,0.57,0.55,0.236321
0.596613,2012/9/26,0.630833,0.635,0.2444
0.607975,2012/9/27,0.690833,0.65,0.134342
0.585863,2012/9/28,0.69,0.619167,0.164179
0.530296,2012/9/29,0.542917,0.5425,0.227604
0.517663,2012/9/30,0.583333,0.526667,0.134958
0.512,2012/10/1,0.649167,0.520833,0.0908042
0.542333,2012/10/2,0.871667,0.590833,0.104475
0.599133,2012/10/3,0.79375,0.6575,0.0665458
0.607975,2012/10/4,0.722917,0.6575,0.117546
0.580187,2012/10/5,0.6275,0.615,0.10635
0.538521,2012/10/6,0.664167,0.554167,0.268025
0.419813,2012/10/7,0.708333,0.415833,0.141162
0.387608,2012/10/8,0.709583,0.383333,0.189679
0.438112,2012/10/9,0.761667,0.446667,0.1903
0.503142,2012/10/10,0.630833,0.514167,0.187821
0.431167,2012/10/11,0.463333,0.435,0.181596
0.433071,2012/10/12,0.539167,0.4375,0.235092
0.391396,2012/10/13,0.494583,0.393333,0.146142
0.508204,2012/10/14,0.640417,0.521667,0.278612
0.53915,2012/10/15,0.7075,0.561667,0.296037
0.460846,2012/10/16,0.558333,0.468333,0.182221
0.450108,2012/10/17,0.692917,0.455833,0.101371
0.512625,2012/10/18,0.728333,0.5225,0.236937
0.537896,2012/10/19,0.815,0.563333,0.134954
0.472842,2012/10/20,0.572917,0.484167,0.117537
0.456429,2012/10/21,0.51,0.464167,0.166054
0.482942,2012/10/22,0.568333,0.4875,0.0814833
0.530304,2012/10/23,0.641667,0.544167,0.0945458
0.558721,2012/10/24,0.63625,0.5875,0.0727792
0.529688,2012/10/25,0.800417,0.55,0.124375
0.52275,2012/10/26,0.807083,0.545833,0.132467
0.515133,2012/10/27,0.72,0.53,0.235692
0.467771,2012/10/28,0.694583,0.4775,0.398008
0.4394,2012/10/29,0.88,0.44,0.3582
0.309909,2012/10/30,0.825455,0.318182,0.213009
0.3611,2012/10/31,0.666667,0.3575,0.166667
0.369942,2012/11/1,0.581667,0.365833,0.157346
0.356042,2012/11/2,0.522083,0.355,0.266175
0.323846,2012/11/3,0.49125,0.343333,0.270529
0.329538,2012/11/4,0.532917,0.325833,0.179108
0.308075,2012/11/5,0.494167,0.319167,0.236325
0.281567,2012/11/6,0.567083,0.280833,0.173513
0.274621,2012/11/7,0.5475,0.295833,0.304108
0.341891,2012/11/8,0.333478,0.352174,0.347835
0.355413,2012/11/9,0.540833,0.361667,0.214558
0.393937,2012/11/10,0.645417,0.389167,0.0578458
0.421713,2012/11/11,0.659167,0.420833,0.1275
0.475383,2012/11/12,0.741667,0.485,0.173517
0.323225,2012/11/13,0.662917,0.343333,0.342046
0.281563,2012/11/14,0.552083,0.289167,0.199625
0.324492,2012/11/15,0.620417,0.321667,0.152987
0.347204,2012/11/16,0.524583,0.345,0.171025
0.326383,2012/11/17,0.545417,0.325,0.179729
0.337746,2012/11/18,0.692917,0.3425,0.227612
0.375621,2012/11/19,0.623333,0.380833,0.235067
0.380667,2012/11/20,0.685,0.374167,0.082725
0.364892,2012/11/21,0.61375,0.353333,0.103246
0.350371,2012/11/22,0.580417,0.34,0.0528708
0.378779,2012/11/23,0.56875,0.368333,0.148021
0.248742,2012/11/24,0.404583,0.278333,0.376871
0.257583,2012/11/25,0.468333,0.245833,0.1505
0.339004,2012/11/26,0.535417,0.313333,0.04665
0.281558,2012/11/27,0.786667,0.291667,0.237562
0.289762,2012/11/28,0.50625,0.296667,0.210821
0.298422,2012/11/29,0.555652,0.28087,0.115522
0.323867,2012/11/30,0.649583,0.298333,0.0584708
,2012/12/1,0.806667,0.298333,0.0597042
0.359208,2012/12/2,0.823333,0.3475,0.124379
0.455796,2012/12/3,0.7675,0.4525,0.0827208
0.469054,2012/12/4,0.73375,0.475833,0.174129
0.428012,2012/12/5,0.485,0.438333,0.324021
0.258204,2012/12/6,0.50875,0.255833,0.174754
0.321958,2012/12/7,0.764167,0.320833,0.1306
0.389508,2012/12/8,0.91125,0.381667,0.101379
0.390146,2012/12/9,0.905417,0.384167,0.157975
0.435575,2012/12/10,0.925,0.435833,0.190308
0.338363,2012/12/11,0.596667,0.353333,0.296037
0.297338,2012/12/12,0.538333,0.2975,0.162937
0.294188,2012/12/13,0.485833,0.295833,0.174129
0.294192,2012/12/14,0.642917,0.281667,0.131229
0.338383,2012/12/15,0.650417,0.324167,0.10635
0.369938,2012/12/16,0.83875,0.3625,0.100742
0.4015,2012/12/17,0.907083,0.393333,0.0982583
0.409708,2012/12/18,0.66625,0.410833,0.221404
0.342162,2012/12/19,0.625417,0.3325,0.184092
0.335217,2012/12/20,0.667917,0.33,0.132463
0.301767,2012/12/21,0.556667,0.326667,0.374383
0.236113,2012/12/22,0.44125,0.265833,0.407346
0.259471,2012/12/23,0.515417,0.245833,0.133083
0.2589,2012/12/24,0.791304,0.231304,0.0772304
0.294465,2012/12/25,0.734783,0.291304,0.168726
0.220333,2012/12/26,0.823333,0.243333,0.316546
0.226642,2012/12/27,0.652917,0.254167,0.350133
0.255046,2012/12/28,0.59,0.253333,0.155471
0.2424,2012/12/29,0.752917,0.253333,0.124383
0.2317,2012/12/30,0.483333,0.255833,0.350754
0.223487,2012/12/31,0.5775,0.215833,0.154846
