age,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
43,cellular,75,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
43,cellular,294,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,cellular,146,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,no
39,telephone,367,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
44,cellular,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,cellular,53,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
43,cellular,79,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
48,telephone,11,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,no
28,telephone,557,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,cellular,55,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
52,cellular,26,5,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
34,cellular,541,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
37,telephone,115,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25,cellular,101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
48,cellular,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36,telephone,113,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,telephone,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,cellular,151,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
42,telephone,73,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
37,cellular,117,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
41,telephone,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
51,cellular,62,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
27,cellular,84,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,cellular,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,cellular,90,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
31,telephone,5,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
31,telephone,280,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
64,telephone,239,4,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,yes
33,cellular,35,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
41,cellular,150,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
34,telephone,423,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
41,cellular,135,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
36,cellular,70,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
59,telephone,59,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
56,telephone,941,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
59,telephone,422,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,cellular,59,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
40,telephone,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,cellular,64,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
34,telephone,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,cellular,258,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
33,cellular,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,cellular,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
29,cellular,168,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
38,telephone,247,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
24,cellular,224,1,999,0,nonexistent,-1.8,92.843,-50,1.602,5099.1,yes
34,cellular,22,11,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
27,cellular,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,cellular,319,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
49,cellular,59,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,telephone,372,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,cellular,155,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,telephone,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,telephone,73,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31,cellular,582,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
36,telephone,232,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,cellular,173,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
32,cellular,100,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
54,cellular,42,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
51,telephone,653,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
28,cellular,136,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,cellular,397,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,yes
31,telephone,101,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,cellular,259,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
49,cellular,317,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
45,telephone,157,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,cellular,258,8,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
53,cellular,136,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
26,cellular,1447,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes
31,cellular,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,telephone,999,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,cellular,321,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,cellular,191,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29,telephone,1143,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
49,telephone,667,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,cellular,15,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
43,telephone,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
56,telephone,71,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,cellular,228,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,cellular,17,5,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
50,cellular,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,telephone,242,6,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
42,telephone,105,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,cellular,209,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
25,cellular,59,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
35,cellular,197,1,3,1,success,-0.1,93.2,-42,4.12,5195.8,no
37,cellular,68,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
30,cellular,164,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,telephone,1132,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
36,telephone,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,telephone,60,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,cellular,280,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
33,cellular,396,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
26,telephone,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,telephone,155,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
25,cellular,1068,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
38,telephone,772,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
54,cellular,337,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
50,cellular,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,cellular,7,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
43,cellular,213,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
57,cellular,322,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,cellular,161,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
27,telephone,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,cellular,400,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
28,cellular,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,cellular,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
40,cellular,22,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,cellular,197,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,cellular,122,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
67,cellular,140,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no
48,cellular,309,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,cellular,200,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
27,cellular,409,1,1,1,success,-1.8,92.893,-46.2,1.299,5099.1,no
25,cellular,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,cellular,50,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
47,telephone,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,cellular,13,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
36,cellular,458,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
35,telephone,200,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29,cellular,127,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
45,telephone,124,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
53,telephone,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
41,cellular,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,telephone,65,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,telephone,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
46,cellular,174,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
36,telephone,713,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
43,telephone,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
48,telephone,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,cellular,215,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
21,cellular,820,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
56,cellular,310,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
54,telephone,255,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
44,cellular,43,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
31,cellular,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,cellular,587,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes
48,cellular,288,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes
26,cellular,181,2,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
37,telephone,320,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
37,cellular,100,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
50,telephone,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,cellular,653,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,cellular,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
32,telephone,22,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,telephone,177,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,no
48,cellular,288,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,no
46,telephone,566,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,telephone,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,telephone,107,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,cellular,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,cellular,599,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27,cellular,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,cellular,223,3,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,no
29,telephone,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,cellular,149,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,telephone,1185,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
51,cellular,398,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
40,cellular,65,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
38,telephone,169,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
42,cellular,212,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30,cellular,266,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,telephone,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,telephone,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
47,cellular,51,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,cellular,272,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
30,cellular,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
54,telephone,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
47,cellular,164,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
32,cellular,58,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,cellular,297,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
38,telephone,26,1,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,no
38,cellular,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,cellular,27,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
53,cellular,118,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,telephone,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,telephone,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,cellular,103,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,no
41,telephone,679,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
39,cellular,261,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes
48,telephone,352,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,telephone,16,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,telephone,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,cellular,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,cellular,8,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
60,cellular,18,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28,cellular,94,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
52,cellular,167,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,yes
35,telephone,497,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27,cellular,134,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
34,cellular,481,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,cellular,217,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
28,telephone,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,telephone,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,cellular,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
55,cellular,430,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
50,cellular,229,1,999,1,failure,-3,92.713,-33,0.717,5023.5,yes
37,cellular,51,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
35,telephone,276,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
58,cellular,154,1,999,1,failure,-3,92.713,-33,0.72,5023.5,yes
32,cellular,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,telephone,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,cellular,213,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
26,cellular,136,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
47,cellular,225,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
29,cellular,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,cellular,222,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
32,telephone,239,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,cellular,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,telephone,166,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35,cellular,121,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
31,cellular,242,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,cellular,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
46,cellular,550,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
85,telephone,181,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
29,cellular,20,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,cellular,165,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
34,cellular,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
29,cellular,215,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
46,cellular,62,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,cellular,760,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
54,telephone,253,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
26,cellular,112,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,no
27,cellular,143,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
57,cellular,10,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
32,cellular,158,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,telephone,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
32,cellular,77,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
59,cellular,551,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,cellular,193,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
37,telephone,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
40,telephone,675,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
55,cellular,482,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,cellular,46,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
36,cellular,193,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
59,telephone,204,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
34,cellular,484,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
30,cellular,34,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
29,cellular,48,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
34,cellular,281,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
47,telephone,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,telephone,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
30,cellular,107,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
33,cellular,68,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,cellular,211,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,cellular,333,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
59,cellular,265,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,telephone,94,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,telephone,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,cellular,464,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,telephone,362,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
39,cellular,997,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
48,cellular,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,cellular,177,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
63,cellular,173,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
50,cellular,287,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
42,telephone,454,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,telephone,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
32,cellular,51,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
28,cellular,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
26,cellular,649,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
24,cellular,470,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
38,telephone,278,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
30,cellular,175,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29,cellular,13,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
56,cellular,442,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,telephone,762,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
33,cellular,88,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,telephone,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,telephone,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,telephone,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
54,cellular,461,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
32,telephone,108,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
38,telephone,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,cellular,201,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,no
34,cellular,192,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
55,cellular,591,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
31,cellular,201,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
43,telephone,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,cellular,458,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
53,cellular,758,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,yes
56,cellular,1551,1,999,2,failure,-3.4,92.379,-29.8,0.762,5017.5,no
32,telephone,258,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,cellular,159,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
42,telephone,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,cellular,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,cellular,117,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
56,telephone,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,telephone,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,cellular,228,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,telephone,78,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
23,cellular,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
26,telephone,11,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
55,cellular,106,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,telephone,60,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36,telephone,324,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
33,telephone,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
60,telephone,557,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,telephone,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
35,telephone,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
47,cellular,480,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,telephone,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,telephone,869,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36,cellular,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,cellular,222,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30,cellular,149,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
88,cellular,82,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
45,telephone,166,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,cellular,82,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
43,telephone,461,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,telephone,27,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,telephone,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,telephone,617,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,cellular,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,telephone,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,cellular,61,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,telephone,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
49,telephone,96,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
30,cellular,129,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
39,telephone,979,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,telephone,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
